,Type of Work:,Registration Number / Date:,Application Title:,Title:,Area Covered:,Description:,Copyright Claimant:,Date of Creation:,Date of Publication:,Authorship on Application:,Previous Registration:,Basis of Claim:,Copyright Note:,Variant title:,Other Title:,Names:,Edition:,Notes:,Series:,Scale:
242,['Text'],"['RE0000754451 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan65  ']",[],"['Sanborn Map Brownfield, Texas 1965.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Brownfield, Texas 1965']","['Brownfield, Texas 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
243,['Text'],"['RE0000754457 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Oct68  ']",[],"['Sanborn Map Brownsville, Texas 1968.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Brownsville, Texas 1968']","['Brownsville, Texas 1968']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
244,['Text'],"['RE0000758400 / 1997-07-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan69  ']",[],"['Sanborn Map Brunswick, Georgia 1969.Brunswick, Georgia 1969  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],['C.O. correspondence.'],"['Sanborn Map Brunswick, Georgia 1969.']","['Brunswick, Georgia 1969']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],[],[],[]
245,['Text'],"['RE0000751414 / 1997-04-16 ', 'Renewal registration for: Not reg.: addendum submitted under PL 102-307 / *PUB approx. 1Jan66  ']",[],"['Sanborn map Burbank, California, 1966.  Vol. 2N.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn map Burbank, California, 1966.']","['Burbank, California, 1966']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
246,['Text'],"['RE0000813401 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1970-01-01  ']",[],"['Sanborn map, Burlingame, California, 1970.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn map, Burlingame, California, 1970']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[]
247,['Text'],"['RE0000758413 / 1997-07-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan67  ']",[],"['Sanborn Map Burlington, Iowa 1967.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],['C.O. correspondence.'],"['Sanborn Map Burlington, Iowa 1967.']","['Burlington, Iowa 1967']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],[],[],[]
248,['Text'],"['RE0000754415 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Mar69  ']",[],"['Sanborn Map Butler, Pennsylvania 1969.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Butler, Pennsylvania 1969']","['Butler, Pennsylvania 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
249,['Text'],"['RE0000752241 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1965-05-01  ']",[],"['Sanborn Map Butte, Montana 1965.  Vols. 1 & 2.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Butte, Montana 1965.']","['Butte, Montana 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
250,['Text'],"['RE0000813399 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1965-05-01  ']",[],"['Sanborn map, Butte, Montana, vol. 2, 1965.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn map, Butte, Montana, vol. 2, 1965']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[]
251,['Text'],"['RE0000754321 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Apr66  ']",[],"['Sanborn Map Cambridge, Ohio 1966.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc.  (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Cambridge, Ohio 1966']","['Cambridge, Ohio 1966']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
252,['Text'],"['RE0000752983 / 1997-04-16 ', 'Renewal registration for: Not reg.: addendum submitted under PL 102-307 / *PUB approx. 1Jan64  ']",[],"['Sanborn Map Camden, Arkansas 1964.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Camden, Arkansas 1964.']","['Camden, Arkansas 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
253,['Text'],"['RE0000752991 / 1997-04-16 ', 'Renewal registration for: Not reg.: addendum submitted under PL 102-307 / *PUB approx. 6Jan64  ']",[],"['Sanborn Map Canon City, Colorado 1964.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Canon City, Colorado 1964.']","['Canon City, Colorado 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
254,['Text'],"['RE0000693821 / 1999-07-06 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan66  ']",[],"['Sanborn Map Canton, Ohio.  Vol. 2, 1966.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Canton, Ohio.']","['Canton, Ohio']","['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[]
255,['Text'],"['RE0000693820 / 1999-07-06 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan65  ']",[],"['Sanborn Map Canton, Ohio.  Vol. 3, 1965.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Canton, Ohio.']","['Canton, Ohio']","['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[]
256,['Text'],"['RE0000752202 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1964-07-01  ']",[],"['Sanborn Map Caribou, Maine 1964.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Caribou, Maine 1964']","['Caribou, Maine 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
257,['Text'],"['RE0000754414 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Sep69  ']",[],"['Sanborn Map Carlisle, Pennsylvania 1969.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Carlisle, Pennsylvania 1969']","['Carlisle, Pennsylvania 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
258,['Text'],"['RE0000754352 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan67  ']",[],"['Sanborn Map Carlsbad, New Mexico 1967.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Carlsbad, New Mexico 1967']","['Carlsbad, New Mexico 1967']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
259,['Text'],"['RE0000755247 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Apr69  ']",[],"['Sanborn Map Carteret, New Jersey 1969.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Carteret, New Jersey 1969']","['Carteret, New Jersey 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
260,['Text'],"['RE0000754351 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan67  ']",[],"['Sanborn Map Casper, Wyoming 1967  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Casper, Wyoming 1967']","['Casper, Wyoming 1967']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
261,['Text'],"['RE0000758403 / 1997-07-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan67  ']",[],"['Sanborn Map Cedar Rapids, Iowa 1967.  Vol. 2.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],['C.O. correspondence.'],"['Sanborn Map Cedar Rapids, Iowa 1967.']","['Cedar Rapids, Iowa 1967']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],[],[],[]
262,['Text'],"['RE0000754413 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Nov67  ']",[],"['Sanborn Map Chambersburg, Pennsylvania 1967.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Chambersburg, Pennsylvania 1967']","['Chambersburg, Pennsylvania 1967']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
263,['Text'],"['RE0000754366 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Dec64  ']",[],"['Sanborn Map Charleston, South Carolina 1964.  Vols. 2-3.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Charleston, South Carolina 1964']","['Charleston, South Carolina 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
264,['Text'],"['RE0000793330 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1967-01-01  ']",[],"['Sanborn map Charleston, South Carolina.  Vol. 1.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions and revisions.'],[],"['Sanborn map Charleston, South Carolina.  Vol. 1.']","['Charleston, South Carolina.  Vol. 1']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
265,['Text'],"['RE0000751946 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan69  ']",[],"['Sanborn Map Charlotte, North Carolina 1969.  Vol. 1.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additons & revisions.'],[],"['Sanborn Map Charlotte, North Carolina 1969.']","['Charlotte, North Carolina 1969']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
266,['Text'],"['RE0000813268 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Mar64  ']",[],"['Sanborn Map Chattanooga, Tennessee.  Vol. 4, 1964.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Chattanooga, Tennessee.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[]
267,['Text'],"['RE0000813269 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Mar64  ']",[],"['Sanborn Map Chattanooga, Tennessee.  Vol. 5, 1964.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Chattanooga, Tennessee.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[]
268,['Text'],"['RE0000813270 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Apr64  ']",[],"['Sanborn Map Chattanooga, Tennessee.  Vol. 6, 1964.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Chattanooga, Tennessee.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[]
269,['Text'],"['RE0000813271 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Apr64  ']",[],"['Sanborn Map Chattanooga, Tennessee.  Vol. 7, 1964.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Chattanooga, Tennessee.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[]
270,['Text'],"['RE0000755276 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Mar64  ']",[],"['Sanborn Map Chattarooga, Tennessee 1964.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Chattarooga, Tennessee 1964.']","['Chattarooga, Tennessee 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
271,['Text'],"['RE0000813278 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan65  ']",[],"['Sanborn Map Chattonooga, Tennessee.  Vol. 1, 1965.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Chattonooga, Tennessee.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[]
272,['Text'],"['RE0000813279 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan67  ']",[],"['Sanborn Map Chattonooga, Tennessee.  Vol. 1, 1967.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Chattonooga, Tennessee.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[]
273,['Text'],"['RE0000813280 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan69  ']",[],"['Sanborn Map Chattonooga, Tennessee.  Vol. 1, 1969.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Chattonooga, Tennessee.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[]
274,['Text'],"['RE0000752602 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1964-01-01  ']",[],"['Sanborn Map Chelsea, Massachusetts 1964.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Chelsea, Massachusetts 1964.']","['Chelsea, Massachusetts 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
275,['Text'],"['RE0000758367 / 1997-07-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan65  ']",[],"['Sanborn Map Chicago, Illinois 1965.  Vol. C.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],['C.O. correspondence.'],"['Sanborn Map Chicago, Illinois 1965.']","['Chicago, Illinois 1965']","['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],[],[],[]
276,['Text'],"['RE0000813277 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan70  ']",[],"['Sanborn Map Chico, California.  1970.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Chico, California.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[]
277,['Text'],"['RE0000754465 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jun65  ']",[],"['Sanborn Map Childress, Texas 1965.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Childress, Texas 1965']","['Childress, Texas 1965']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
278,['Text'],"['RE0000755280 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan64  ']",[],"['Sanborn Map Clarksburg, West Virginia 1964.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Clarksburg, West Virginia 1964.']","['Clarksburg, West Virginia 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
279,['Text'],"['RE0000755275 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan64  ']",[],"['Sanborn Map Clarksville, Tennessee 1964.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Clarksville, Tennessee 1964.']","['Clarksville, Tennessee 1964']","['Sanborn Map Company.', 'EDR Sanborn, Inc.']",[],[],[],[]
280,['Text'],"['RE0000813398 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']",[],"['Sanborn map, Cleveland, OH, vol. 1A, 1969.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn map, Cleveland, OH, vol. 1A, 1969']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[]
281,['Text'],"['RE0000693802 / 1999-07-06 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan66  ']",[],"['Sanborn Map Cleveland, Ohio.  Vol. 10, 1966.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],[],[],"['Sanborn Map Cleveland, Ohio.']","['Cleveland, Ohio']","['Sanborn Map Company', 'Sanborn Library, LLC']",[],[],[],[]
282,['Text'],"['RE0000693803 / 1999-07-06 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan66  ']",[],"['Sanborn Map Cleveland, Ohio.  Vol. 12A, 1966.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],[],[],"['Sanborn Map Cleveland, Ohio.']","['Cleveland, Ohio']","['Sanborn Map Company', 'Sanborn Library, LLC']",[],[],[],[]
283,['Text'],"['RE0000693816 / 1999-10-15 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan64  ']",[],"['Sanborn Map Cleveland, Ohio.  Vol. 13, 1964.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Cleveland, Ohio.']","['Cleveland, Ohio']","['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[]
284,['Text'],"['RE0000693804 / 1999-07-06 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan66  ']",[],"['Sanborn Map Cleveland, Ohio.  Vol. 13A, 1966.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],[],[],"['Sanborn Map Cleveland, Ohio.']","['Cleveland, Ohio']","['Sanborn Map Company', 'Sanborn Library, LLC']",[],[],[],[]
285,['Text'],"['RE0000693805 / 1999-07-06 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan66  ']",[],"['Sanborn Map Cleveland, Ohio.  Vol. 13B, 1966.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Cleveland, Ohio.']","['Cleveland, Ohio']","['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[]
