,Type of Work:,Registration Number / Date:,Application Title:,Title:,Area Covered:,Edition:,Description:,Copyright Claimant:,Date of Creation:,Date of Publication:,Authorship on Application:,Previous Registration:,Basis of Claim:,Copyright Note:,Variant title:,Other Title:,Names:,Notes:,Date in Notice:,Imprint:,Scale:,Series:,Copyright Notice:,Cancelled Registration Number:
897,['Map'],['VA0001003774 / 1999-08-13 '],[],"['[Sanborn Map Ontario, CA, 1978 ; Sanborn fire insurance map]']","['Ontario, CA']",['Rev. to 1978.'],[],"['Sanborn Library, LLC']",['1978'],['1978-01-01 '],"['Sanborn Map Company, Inc.']",['Prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Sanborn Map Ontario, CA, 1978']",['Sanborn fire insurance map'],"['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Titles from appl.'],[],[],[],[],[],[]
898,['Text'],"['RE0000819594 / 2000-02-11 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Aug67  ']",[],"['Sanborn Map Oshkosh, WI.  Vol. 1, 1967.  By Sanborn Map Company, Inc.']",[],[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Oshkosh, WI']",[],"['Sanborn Map Company, Inc.', 'Sanborn Library, LLC', 'Oshkosh, WI']",[],[],[],[],[],[],[]
899,['Text'],"['RE0000819592 / 2000-02-11 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Apr66  ']",[],"['Sanborn Map Oshkosh, WI.  Vol. 2, 1966.  By Sanborn Map Company, Inc.']",[],[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Oshkosh, WI']",[],"['Sanborn Map Company, Inc.', 'Sanborn Library, LLC', 'Oshkosh, WI']",[],[],[],[],[],[],[]
900,['Text'],"['RE0000753223 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Nov64  ']",[],"['Sanborn Map Oyster Bay, New York 1964.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Oyster Bay, New York 1964']","['Oyster Bay, New York 1964']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
901,['Text'],"['RE0000761774 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan68  ']",[],"['Sanborn Map Palisades, New Jersey 1968.  Vols. 1-3.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],['C.O. correspondence.'],"['Sanborn Map Palisades, New Jersey 1968.']","['Palisades, New York 1968']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
902,['Text'],"['RE0000793681 / 1998-12-08 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1970-01-01  ']",[],"['Sanborn map Palm Beach, Florida.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions and revisions.'],[],"['Sanborn map Palm Beach, Florida']","['Palm Beach, Florida']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
903,['Text'],"['RE0000761791 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PA0000102307 / *PUB approx. 1Apr69  ']",[],"['Sanborn Map Panama City, Florida 1969.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],['C.O. correspondence.'],"['Sanborn Map Panama City, Florida 1969.']","['Panama City, Florida 1969']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
904,['Text'],"['RE0000753224 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan64  ']",[],"['Sanborn Map Pearl River, New York 1964.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Pearl River, New York 1964']","['Pearl River, New York 1964']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
905,['Text'],"['RE0000753225 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan64  ']",[],"['Sanborn Map Peekskill, New York 1964.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Peekskill, New York 1964']","['Peekskill, New York 1964']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
906,['Text'],"['RE0000753226 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Apr64  ']",[],"['Sanborn Map Penn Yan, New York 1964.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Penn Yan, New York 1964']","['Penn Yan, New York 1964']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
907,['Text'],"['RE0000819596 / 2000-02-11 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan70  ']",[],"['Sanborn Map Petersburg, VA.  1970.  By Sanborn Map Company, Inc.']",[],[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Petersburg, VA.']",[],"['Sanborn Map Company, Inc.', 'Sanborn Library, LLC', 'Petersburg, VA']",[],[],[],[],[],[],[]
908,['Text'],"['RE0000752977 / 1997-04-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan68  ']",[],"['Sanborn Map Phoenix, Arizona 1968.  Vol. 1.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Phoenix, Arizona 1968']","['Phoenix, Arizona 1968']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
909,['Text'],"['RE0000790447 / 1998-08-24 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan68  ']",[],"['Sanborn Map Phoenix, Arizona.  Vol. 1.   By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Phoenix, Arizona']","['Phoenix, Arizona']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
910,['Text'],"['RE0000761775 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Nov68  ']",[],"['Sanborn Map Piqua, Ohio 1968.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],['C.O. correspondence.'],"['Sanborn Map Piqua, Ohio 1968.']","['Piqua, Ohio 1968']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
911,['Text'],"['RE0000761778 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Nov65  ']",[],"['Sanborn Map Pittsburgh, Pennsylvania 1965.  Vols. 12-18.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],['C.O. correspondence.'],"['Sanborn Map Pittsburgh, Pennsylvania 1965.']","['Pittsburgh, Pennsylvania 1965']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
912,['Text'],"['RE0000653160 / 1999-07-06 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jul69  ']",[],"['Sanborn Map Pittston, PA, 1969.  By Sanborn Map Company, Inc.']",[],[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Pittston, PA, 1969.']","['Pittston,PA']","['Sanborn Map Company, Inc.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[]
913,['Text'],"['RE0000754326 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Aug69  ']",[],"['Sanborn Map Portland, Oregon 1969.  Vols. 1-6.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc.  (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Portland, Oregon 1969.']","['Portland, Oregon 1969']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
914,['Text'],"['RE0000793333 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1970-01-01  ']",[],"['Sanborn map Portland, Oregon.  Vol. 10.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions and revisions.'],[],"['Sanborn map Portland, Oregon.  Vol. 10.']","['Portland, Oregon.  Vol. 10']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
915,['Text'],"['RE0000793341 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1970-01-01  ']",[],"['Sanborn map Portland, Oregon.  Vol. 11.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions and revisions.'],[],"['Sanborn map Portland, Oregon.  Vol. 11.']","['Portland, Oregon.  Vol. 11']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
916,['Text'],"['RE0000793334 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1970-01-01  ']",[],"['Sanborn map Portland, Oregon.  Vol. 12.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions and revisions.'],[],"['Sanborn map Portland, Oregon.  Vol. 12.']","['Portland, Oregon.  Vol. 12']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
917,['Text'],"['RE0000793331 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']",[],"['Sanborn map Portland, Oregon.  Vol. 7.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions and revisions.'],[],"['Sanborn map Portland, Oregon.  Vol. 7.']","['Portland, Oregon.  Vol. 7']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
918,['Text'],"['RE0000793332 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1970-01-01  ']",[],"['Sanborn map Portland, Oregon.  Vol. 9.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions and revisions.'],[],"['Sanborn map Portland, Oregon.  Vol. 9.']","['Portland, Oregon.  Vol. 9']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
919,['Text'],"['RE0000819595 / 2000-02-11 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Aug70  ']",[],"['Sanborn Map Providence, RI.  Vol. 1, 1970.  By Sanborn Map Company, Inc.']",[],[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Providence, RI.']",[],"['Sanborn Map Company, Inc.', 'Sanborn Library, LLC', 'Providence']",[],[],[],[],[],[],[]
920,['Text'],"['RE0000790145 / 1998-08-24 ', 'Renewal registration for: *Not reg.; addendum submitted under PL 102-307 / *PUB 9Jan65  ']",[],"['Sanborn Map Pueblo, Colorado.  Vol. 1.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Pueblo, Colorado.']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
921,['Text'],"['RE0000761799 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PA0000102307 / *PUB approx. 1Jul64  ']",[],"['Sanborn Map Puyallup, Washington 1964.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],['C.O. correspondence.'],"['Sanborn Map Puyallup, Washington 1964.']","['Puyallup, Washington 1964']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
922,['Text'],"['RE0000752234 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1966-01-01  ']",[],"['Sanborn Map Raleigh, North Carolina 1966.  Vol. 2.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Raleigh, North Carolina 1966.']","['Raleigh, North Carolina 1966']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
923,['Text'],"['RE0000761779 / 1997-05-05 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB approx. 1Jan69  ']",[],"['Sanborn Map Reading, Pennsylvania 1969.  Vol. 1.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],['C.O. correspondence.'],"['Sanborn Map Reading, Pennsylvania 1969.']","['Reading, Pennsylvania 1969']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
924,['Text'],"['RE0000819599 / 2000-02-11 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan71  ']",[],"['Sanborn Map Richmond, VA.  Vol. 2, 1971.  By Sanborn Map Company, Inc.']",[],[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Richmond, VA.']",[],"['Sanborn Map Company, Inc.', 'Sanborn Library, LLC', 'Richmond']",[],[],[],[],[],[],[]
925,['Text'],"['RE0000803521 / 1999-04-15 ', 'Renewal registration for: *Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan69  ']",[],"['Sanborn Map Richmond, VA.  Vol. 3, 1969.  By Sanborn Map Company, Inc.']",[],[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Richmond, VA.']","['Richmond,VA']","['Sanborn Map Company, Inc.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[]
926,['Text'],"['RE0000803522 / 1999-04-15 ', 'Renewal registration for: *Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan69  ']",[],"['Sanborn Map Richmond, VA.  Vol. 4, 1969.  By Sanborn Map Company, Inc.']",[],[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Richmond, VA.']","['Richmond,VA']","['Sanborn Map Company, Inc.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[]
927,['Text'],"['RE0000803520 / 1999-04-15 ', 'Renewal registration for: *Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan67  ']",[],"['Sanborn Map Roanoke, VA.  Vol. 1, 1967.  By Sanborn Map Company, Inc.']",[],[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Roanoke, VA.']","['Roanoke, VA']","['Sanborn Map Company, Inc.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[]
928,['Text'],"['RE0000804460 / 1999-04-15 ', 'Renewal registration for: *Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan65  ']",[],"['Sanborn Map Roanoke, VA.  Vol. 2, 1965.  By Sanborn Map Company, Inc.']",[],[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Roanoke, VA.']","['Roanoke, VA']","['Sanborn Map Company, Inc.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[]
929,['Text'],"['RE0000804431 / 1999-04-15 ', 'Renewal registration for: *Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan66  ']",[],"['Sanborn Map Roanoke, VA.  Vol. 2, 1966.  By Sanborn Map Company, Inc.']",[],[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Roanoke, VA.']","['Roanoke, VA']","['Sanborn Map Company, Inc.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[]
930,['Text'],"['RE0000803537 / 1999-04-15 ', 'Renewal registration for: *Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan69  ']",[],"['Sanborn Map Roanoke, Virginia.  Vol. 1, 1969.  By Sanborn Map Company, Inc.']",[],[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Roanoke, Virginia.']","['Roanoke, VA']","['Sanborn Map Company, Inc.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[]
931,['Text'],"['RE0000804464 / 1999-04-15 ', 'Renewal registration for: *Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan65  ']",[],"['Sanborn Map Roanoke, Virginia.  Vol. 3, 1965.  By Sanborn Map Company, Inc.']",[],[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Roanoke, Virginia.']","['Roanoke, Virginia']","['Sanborn Map Company, Inc.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[]
932,['Text'],"['RE0000804465 / 1999-04-15 ', 'Renewal registration for: *Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan66  ']",[],"['Sanborn Map Roanoke, Virginia.  Vol. 3, 1966.  By Sanborn Map Company, Inc.']",[],[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Roanoke, Virginia.']","['Roanoke, Virginia']","['Sanborn Map Company, Inc.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[]
933,['Text'],"['RE0000821142 / 2000-02-11 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan71  ']",[],"['Sanborn Map Rochester, NY.  Vol. 5, 1971.  By Sanborn Map Company, Inc.']",[],[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Rochester, NY.']",[],"['Sanborn Map Company, Inc.', 'Sanborn Library, LLC', 'Rochester, NY']",[],[],[],[],[],[],[]
934,['Text'],"['RE0000819289 / 2000-01-10 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan67  ']",[],"['Sanborn Map Rochester, NY.  Vol. 6, 1967.  By Sanborn Map Company, Inc.']",[],[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Rochester, NY.']",[],"['Sanborn Map Company, Inc.', 'Sanborn Library, LLC', 'Rochester, NY']",[],[],[],[],[],[],[]
935,['Text'],"['RE0000821144 / 2000-02-11 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan71  ']",[],"['Sanborn Map Rome, NY.  1971.  By Sanborn Map Company, Inc.']",[],[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Rome, NY.']",[],"['Sanborn Map Company, Inc.', 'Sanborn Library, LLC', 'Rome, NY']",[],[],[],[],[],[],[]
936,['Text'],"['RE0000752645 / 1997-04-29 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1968-01-01  ']",[],"['Sanborn Map Royal Oak, Michigan 1968.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Royal Oak, Michigan 1968.']","['Royal Oak, Michigan 1968']","['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
937,['Text'],"['RE0000819290 / 2000-02-11 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jun68  ']",[],"['Sanborn Map Sacramento, CA.  Vol. 1, 1968.  By Sanborn Map Company, Inc.']",[],[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Sacramento, CA.']",[],"['Sanborn Map Company, Inc.', 'Sanborn Library, LLC', 'Sacramento, CA']",[],[],[],[],[],[],[]
938,['Text'],"['RE0000819291 / 2000-02-11 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / *PUB 1Jul68  ']",[],"['Sanborn Map Sacramento, CA.  Vol. 3, 1968.  By Sanborn Map Company, Inc.']",[],[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Sacramento, CA.']",[],"['Sanborn Map Company, Inc.', 'Sanborn Library, LLC', 'Sacramento, CA']",[],[],[],[],[],[],[]
939,['Text'],"['RE0000803538 / 1999-04-15 ', 'Renewal registration for: *Not reg.; addendum submitted under PL 102-307 / *PUB 1Jan67  ']",[],"['Sanborn Map Saginaw, Michigan.  Vol. 3, 1967.  By Sanborn Map Company, Inc.']",[],[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Sanborn Map Saginaw, Michigan.']","['Saginaw, MI']","['Sanborn Map Company, Inc.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[]
940,['Map'],['VA0000966172 / 1999-05-20 '],"['Sanborn map--St. Louis, MO vol. 10, 1993; Sanborn fire insurance map.']","['Sanborn map Saint Louis, Missouri : vol. 10.']",['Saint Louis'],['Rev. July 1993.'],[],"['Sanborn Library, LLC']",['1993'],['1993-07-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Sanborn map Saint Louis, Missouri : vol. 10']","['Sanborn map--St. Louis, MO vol. 10, 1993', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
941,['Map'],['VA0000966168 / 1999-05-20 '],[],"['[Sanborn map Saint Louis, Missouri, vol. 16 ; Sanborn fire insurance map]']",['Saint Louis'],['Rev. to 1984.'],[],"['Sanborn Library, LLC']",['1984'],['1984-11-01  '],"['map & technical drawing: Sanborn Map Company, Inc.']",['Prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Sanborn map Saint Louis, Missouri, vol. 16']",['Sanborn fire insurance map'],"['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Titles from appl.'],[],[],[],[],[],[]
942,['Map'],['VA0000966178 / 1999-05-20 '],['Sanborn fire insurance map.'],"['Sanborn map Saint Louis, Missouri : vol. 3.']",['Saint Louis'],['Rev. Aug. 1995.'],[],"['Sanborn Library, LLC']",['1995'],['1995-08-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Sanborn map Saint Louis, Missouri : vol. 3']",['Sanborn fire insurance map.'],"['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
943,['Map'],['VA0000966177 / 1999-05-20 '],['Sanborn fire insurance map.'],"['Sanborn map Saint Louis, Missouri : vol. 4.']",['Saint Louis'],['Rev. June 1993.'],[],"['Sanborn Library, LLC']",['1993'],['1993-06-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. material.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Sanborn map Saint Louis, Missouri : vol. 4']",['Sanborn fire insurance map.'],"['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
944,['Map'],['VA0000966183 / 1999-05-20 '],['Sanborn fire insurance map.'],"['Sanborn map Saint Louis, Missouri : vol. 5N, 1995.']",['Saint Louis'],['Rev. Sept. 1995.'],[],"['Sanborn Library, LLC']",['1995'],['1995-09-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Sanborn map Saint Louis, Missouri : vol. 5N, 1995']",['Sanborn fire insurance map.'],"['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
945,['Map'],['VA0000966180 / 1999-05-20 '],['Sanborn fire insurance map.'],"['Sanborn map Saint Louis, Missouri : vol. 5S.']",['Saint Louis'],['Rev. Aug. 1993.'],[],"['Sanborn Library, LLC']",['1993'],['1993-08-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Sanborn map Saint Louis, Missouri : vol. 5S']",['Sanborn fire insurance map.'],"['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
946,['Map'],['VA0000966187 / 1999-05-20 '],['Sanborn fire insurance map.'],"['Sanborn map Saint Louis, Missouri : vol. 7.']",['Saint Louis'],['Rev. Sept. 1995.'],[],"['Sanborn Library, LLC']",['1995'],['1995-09-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Sanborn map Saint Louis, Missouri : vol. 7']",['Sanborn fire insurance map.'],"['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
947,['Map'],['VA0000966179 / 1999-05-20 '],['Sanborn fire insurance map.'],"['Sanborn map Saint Louis, Missouri : vol. 7.']",['Saint Louis'],['Rev. June 1993.'],[],"['Sanborn Library, LLC']",['1993'],['1993-06-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Sanborn map Saint Louis, Missouri : vol. 7']",['Sanborn fire insurance map.'],"['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
948,['Map'],['VA0000954734 / 1999-05-20 '],[],"['[Sanborn map Saint Louis, Missouri, volume 12, 1990 : Sanborn fire insurance map]']",['Saint Louis'],['Rev. Aug. 1990.'],['Map.'],"['Sanborn Library, LLC']",['1990'],['1990-08-01  '],"['map & technical drawing: Sanborn Map Company, Inc.']",['Prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],[],"['Sanborn fire insurance map', 'Saint Louis, Missouri, volume 12, 1990']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['Titles from appl.'],[],[],[],[],[],[]
